date,state,district,mandi,commodity,crop_category,is_perishable,min_price,max_price,modal_price,temperature,rainfall,humidity,day_of_week,month,day_of_year,heavy_rain_flag,weather_severity,price_lag_1,price_lag_3,price_lag_7,price_ma_7,price_ma_14,price_volatility_7,price_change_1d,price_change_7d
2025-10-13,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4317.34,6034.16,4830.39,32.45,3.87,88.03,0,10,286,0,1,5776.36,4789.85,6177.0,5643.341428571429,5775.765714285714,629.536351807908,-945.9699999999993,-1346.6099999999997
2025-10-14,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5392.06,7364.74,5984.88,27.25,0.0,53.8,1,10,287,0,0,4830.39,5816.34,5644.29,5450.9685714285715,5676.38142857143,644.8440962338184,1154.4899999999998,340.59000000000015
2025-10-15,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5445.17,6753.02,6234.19,34.34,0.0,36.19,2,10,288,0,0,5984.88,5776.36,4838.31,5499.624285714286,5689.912142857143,674.0499536101875,249.3099999999995,1395.8799999999992
2025-10-16,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4427.39,5678.03,5073.85,21.79,2.51,39.84,3,10,289,0,0,6234.19,4830.39,6461.24,5699.035714285715,5680.3949999999995,651.9145929454482,-1160.3399999999992,-1387.3899999999994
2025-10-17,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4857.96,6225.76,5484.45,40.26,7.83,51.65,4,10,290,0,1,5073.85,5984.88,4789.85,5500.837142857143,5613.676428571429,589.4741876088673,410.59999999999945,694.5999999999995
2025-10-18,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4985.44,6910.76,5587.39,35.37,10.15,88.67,5,10,291,1,3,5484.45,6234.19,5816.34,5600.065714285714,5604.622142857143,501.7835792735378,102.94000000000051,-228.94999999999982
2025-10-19,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4635.79,6769.17,5476.59,26.1,2.86,86.97,6,10,292,0,1,5587.39,5073.85,5776.36,5567.358571428572,5625.8607142857145,492.7166814856963,-110.80000000000018,-299.7699999999995
2025-10-20,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4163.51,6134.75,4988.48,22.67,1.68,71.75,0,10,293,0,0,5476.59,5484.45,4830.39,5524.534285714287,5583.937857142858,484.48224418296576,-488.1100000000006,158.08999999999924
2025-10-21,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4891.03,6572.61,5795.26,33.87,9.26,58.77,1,10,294,0,0,4988.48,5587.39,5984.88,5547.118571428572,5499.043571428572,449.1261566801441,806.7800000000007,-189.6199999999999
2025-10-22,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4469.15,5739.39,5182.28,26.78,0.3,45.33,2,10,295,0,0,5795.26,5476.59,6234.19,5520.03,5509.827142857143,423.2982386371635,-612.9800000000005,-1051.9099999999999
2025-10-23,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5794.26,7173.21,6343.12,34.47,11.51,63.32,3,10,296,1,2,5182.28,4988.48,5073.85,5369.757142857144,5534.396428571429,294.69346467779286,1160.8400000000001,1269.2699999999995
2025-10-24,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4451.09,6149.22,5456.24,36.61,0.0,74.42,4,10,297,0,0,6343.12,5795.26,5484.45,5551.081428571429,5525.959285714285,437.9478977925845,-886.8800000000001,-28.210000000000036
2025-10-25,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4357.91,5764.17,5124.11,34.02,0.0,41.03,5,10,298,0,0,5456.24,5182.28,5587.39,5547.051428571429,5573.558571428572,438.7922116609152,-332.1300000000001,-463.28000000000065
2025-10-26,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4598.48,6553.35,5640.86,30.82,0.0,38.55,6,10,299,0,0,5124.11,6343.12,5476.59,5480.868571428572,5524.113571428571,465.8008672679893,516.75,164.26999999999953
2025-10-27,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5390.19,7147.63,6602.28,24.86,4.09,88.94,0,10,300,0,1,5640.86,5456.24,4988.48,5504.335714285714,5514.4349999999995,469.6712841927106,961.4200000000001,1613.8000000000002
2025-10-28,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4641.43,6494.33,5722.89,30.44,5.94,34.76,1,10,301,0,0,6602.28,5124.11,5795.26,5734.8785714285705,5640.998571428571,561.3779423415298,-879.3899999999994,-72.36999999999989
2025-10-29,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5114.34,7409.59,6211.53,18.65,9.28,31.18,2,10,302,0,0,5722.89,5640.86,5182.28,5724.54,5622.285000000001,560.7466408578158,488.6399999999994,1029.25
2025-10-30,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5307.78,6928.6,5918.04,18.18,1.86,74.48,3,10,303,0,0,6211.53,6602.28,6343.12,5871.575714285714,5620.666428571429,528.8978500888064,-293.4899999999998,-425.0799999999999
2025-10-31,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4871.03,7327.86,5885.08,20.45,1.65,59.64,4,10,304,0,0,5918.04,5722.89,5456.24,5810.849999999999,5680.965714285713,488.60161768048874,-32.960000000000036,428.84000000000015
2025-11-01,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4590.26,6490.09,5623.77,23.6,8.26,44.26,5,11,305,0,0,5885.08,6211.53,5124.11,5872.112857142857,5709.582142857143,462.93972284787395,-261.3099999999995,499.66000000000076
2025-11-02,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5071.78,7149.49,5761.93,36.87,0.0,76.14,6,11,306,0,0,5623.77,5918.04,5640.86,5943.492857142856,5712.180714285714,354.11375091976555,138.15999999999985,121.07000000000062
2025-11-03,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5077.49,7127.77,5852.34,38.02,6.3,39.4,0,11,307,0,1,5761.93,5885.08,6602.28,5960.788571428572,5732.562142857142,339.52509094460424,90.40999999999985,-749.9399999999996
2025-11-04,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4273.13,6297.1,5283.87,28.19,0.39,29.83,1,11,308,0,0,5852.34,5623.77,5722.89,5853.654285714286,5794.266428571428,187.78058018663222,-568.4700000000003,-439.02000000000044
2025-11-05,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4777.55,6658.39,5546.43,40.11,15.1,53.97,2,11,309,1,3,5283.87,5761.93,6211.53,5790.937142857144,5757.738571428571,286.237090405489,262.5600000000004,-665.0999999999995
2025-11-06,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5279.43,7114.95,5902.79,36.06,11.31,86.82,3,11,310,1,3,5546.43,5852.34,5918.04,5695.922857142858,5783.749285714286,227.77233572978255,356.3599999999997,-15.25
2025-11-07,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5386.23,6698.26,5970.15,33.1,4.0,57.61,4,11,311,0,0,5902.79,5283.87,5885.08,5693.744285714287,5752.297142857143,225.3538654247937,67.35999999999967,85.06999999999971
2025-11-08,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5284.07,6857.3,5859.11,23.52,0.66,63.29,5,11,312,0,0,5970.15,5546.43,5623.77,5705.897142857143,5789.004999999999,239.25687302660157,-111.03999999999996,235.33999999999924
2025-11-09,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5043.34,6886.71,5862.56,28.45,0.0,83.84,6,11,313,0,0,5859.11,5902.79,5761.93,5739.517142857142,5841.504999999999,242.30844287904438,3.4500000000007276,100.63000000000011
2025-11-10,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5113.63,7086.6,5895.54,27.75,0.0,67.47,0,11,314,0,0,5862.56,5970.15,5852.34,5753.892857142857,5857.340714285713,246.80318384723833,32.97999999999956,43.19999999999982
2025-11-11,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5367.57,7205.18,5976.17,34.61,0.0,75.44,1,11,315,0,0,5895.54,5859.11,5283.87,5760.064285714286,5806.859285714286,250.1920384995539,80.63000000000011,692.3000000000002
2025-11-12,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5234.92,6919.38,5954.19,40.23,3.93,62.84,2,11,316,0,1,5976.17,5862.56,5546.43,5858.964285714285,5824.950714285714,145.51549102608232,-21.980000000000473,407.7599999999993
2025-11-13,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5401.07,7618.89,6479.03,26.23,3.9,31.73,3,11,317,0,0,5954.19,5895.54,5902.79,5917.215714285713,5806.569285714286,49.47424106099725,524.8400000000001,576.2399999999998
2025-11-14,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4690.19,7210.95,5831.68,18.38,0.0,50.41,4,11,318,0,0,6479.03,5976.17,5970.15,5999.535714285715,5846.64,217.05503018488503,-647.3499999999995,-138.46999999999935
2025-11-15,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5643.67,6889.77,6224.27,32.02,1.41,81.58,5,11,319,0,0,5831.68,5954.19,5859.11,5979.754285714285,5842.825714285714,226.29265821474354,392.59000000000015,365.16000000000076
2025-11-16,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4594.16,6279.67,5660.98,28.04,2.92,81.12,6,11,320,0,0,6224.27,6479.03,5862.56,6031.92,5885.7185714285715,235.73794122568205,-563.2900000000009,-201.58000000000084
2025-11-17,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4450.12,6345.33,5239.89,22.31,2.48,75.09,0,11,321,0,0,5660.98,5831.68,5895.54,6003.122857142857,5878.507857142858,269.7353664683212,-421.08999999999924,-655.6499999999996
2025-11-18,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4686.96,6566.71,5669.57,19.55,0.04,85.92,1,11,322,0,1,5239.89,6224.27,5976.17,5909.458571428572,5834.761428571429,397.08990201331346,429.6799999999994,-306.60000000000036
2025-11-19,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,6051.25,7604.75,6761.66,21.44,0.0,27.54,2,11,323,0,0,5669.57,5660.98,5954.19,5865.658571428571,5862.311428571428,405.3289556409006,1092.0900000000001,807.4700000000003
2025-11-20,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5706.32,7643.61,6302.11,40.33,8.3,54.21,3,11,324,0,1,6761.66,5239.89,6479.03,5981.011428571429,5949.113571428571,530.3436226142529,-459.5500000000002,-176.92000000000007
2025-11-21,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5228.55,7415.29,6337.33,36.64,4.23,28.65,4,11,325,0,0,6302.11,5669.57,5831.68,5955.737142857143,5977.636428571429,506.32605054167726,35.220000000000255,505.64999999999964
2025-11-22,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4548.06,6762.6,5582.83,40.56,0.0,59.63,5,11,326,0,1,6337.33,6761.66,6224.27,6027.972857142858,6003.863571428572,521.5191530108293,-754.5,-641.4400000000005
2025-11-23,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4931.68,6167.01,5570.74,37.61,0.0,37.11,6,11,327,0,0,5582.83,6302.11,5660.98,5936.3385714285705,5984.129285714285,537.3910836137956,-12.090000000000146,-90.23999999999978
2025-11-24,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4953.98,6985.31,5903.39,36.68,0.0,71.6,0,11,328,0,0,5570.74,6337.33,5239.89,5923.447142857143,5963.285000000001,546.1092245059285,332.65000000000055,663.5
2025-11-25,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5256.7,7148.4,6260.44,38.82,0.0,74.84,1,11,329,0,1,5903.39,5582.83,5669.57,6018.232857142858,5963.845714285714,458.19815774087607,357.0499999999993,590.8699999999999
2025-11-26,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5205.85,6694.49,5916.5,27.4,0.0,68.22,2,11,330,0,0,6260.44,5570.74,6761.66,6102.642857142856,5984.1507142857145,437.2063749807394,-343.9399999999996,-845.1599999999999
2025-11-27,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5441.25,6936.12,6096.12,19.17,1.43,68.19,3,11,331,0,0,5916.5,5903.39,6302.11,5981.905714285714,5981.458571428571,327.9227172600705,179.6199999999999,-205.98999999999978
2025-11-28,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5128.28,6324.41,5846.56,37.94,4.29,78.1,4,11,332,0,0,6096.12,6260.44,6337.33,5952.478571428571,5954.107857142857,302.6693113739965,-249.5599999999995,-490.7699999999995
2025-11-29,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5621.87,7645.18,6138.09,18.93,5.53,78.0,5,11,333,0,0,5846.56,5916.5,5582.83,5882.36857142857,5955.170714285714,251.11501657131058,291.52999999999975,555.2600000000002
2025-11-30,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5444.69,7410.73,6349.97,38.49,6.29,55.63,6,11,334,0,1,6138.09,6096.12,5570.74,5961.691428571429,5949.015,227.29488661415724,211.8800000000001,779.2300000000005
2025-12-01,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5812.18,7543.33,6765.65,28.11,2.77,66.15,0,12,335,0,0,6349.97,5846.56,5903.39,6073.01,5998.228571428573,191.98621999158274,415.6799999999994,862.2599999999993
2025-12-02,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4993.69,6744.14,5757.62,31.61,0.0,43.25,1,12,336,0,0,6765.65,6138.09,6260.44,6196.1900000000005,6107.211428571428,307.11514952319715,-1008.0299999999997,-502.8199999999997
2025-12-03,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5078.43,6770.98,5981.16,20.98,0.0,45.02,2,12,337,0,0,5757.62,6349.97,5916.5,6124.358571428572,6113.500714285714,345.9324582163526,223.53999999999996,64.65999999999985
2025-12-04,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4188.47,5798.12,5170.18,34.11,3.39,72.74,3,12,338,0,0,5981.16,6765.65,6096.12,6133.595714285715,6057.750714285714,340.27414569514514,-810.9799999999996,-925.9399999999996
2025-12-05,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5550.89,7127.43,6175.57,22.12,13.48,72.51,4,12,339,1,2,5170.18,5757.62,5846.56,6001.318571428572,5976.898571428572,499.8339185979102,1005.3899999999994,329.0099999999993
2025-12-06,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5813.52,7672.28,6896.25,31.85,6.08,47.72,5,12,340,0,0,6175.57,5981.16,6138.09,6048.320000000001,5965.344285714285,498.3227003324817,720.6800000000003,758.1599999999999
2025-12-07,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5738.92,7023.07,6406.28,35.59,0.0,38.65,6,12,341,0,0,6896.25,5170.18,6349.97,6156.628571428571,6059.160000000001,594.2452478404361,-489.97000000000025,56.30999999999949
2025-12-08,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5213.18,6942.05,6272.75,19.0,1.3,26.7,0,12,342,0,0,6406.28,6175.57,6765.65,6164.672857142857,6118.841428571429,597.6699816151038,-133.52999999999975,-492.89999999999964
2025-12-09,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5111.06,7061.38,6268.47,41.71,0.0,59.48,1,12,343,0,1,6272.75,6896.25,5757.62,6094.2585714285715,6145.2242857142855,541.4573517655309,-4.279999999999745,510.85000000000036
2025-12-10,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5656.2,7552.45,6387.59,40.45,0.0,65.39,2,12,344,0,1,6268.47,6406.28,5981.16,6167.237142857143,6145.797857142857,522.6214968060522,119.11999999999989,406.4300000000003
2025-12-11,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,6229.71,8720.54,7420.57,20.08,10.68,85.69,3,12,345,1,3,6387.59,6272.75,5170.18,6225.2985714285705,6179.447142857142,521.0777526252111,1032.9799999999996,2250.3899999999994
2025-12-12,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5773.02,8314.95,6767.03,39.57,0.0,32.88,4,12,346,0,1,7420.57,6268.47,6175.57,6546.782857142856,6274.050714285715,451.1218815617294,-653.54,591.46
2025-12-13,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4852.21,6290.03,5630.08,39.16,3.65,58.65,5,12,347,0,1,6767.03,6387.59,6896.25,6631.277142857142,6339.798571428572,424.61758099548933,-1136.9499999999998,-1266.17
2025-12-14,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5400.51,6738.63,6156.25,36.38,13.09,47.65,6,12,348,1,2,5630.08,7420.57,6406.28,6450.395714285713,6303.512142857143,545.4293425017498,526.1700000000001,-250.02999999999975
2025-12-15,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5385.0,7482.9,6532.7,35.92,1.75,53.78,0,12,349,0,0,6156.25,6767.03,6272.75,6414.677142857143,6289.675,556.8667998337928,376.4499999999998,259.9499999999998
2025-12-16,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5981.04,8026.89,6877.98,19.93,3.09,64.99,1,12,350,0,0,6532.7,5630.08,6268.47,6451.812857142856,6273.035714285715,554.4872178482829,345.27999999999975,609.5099999999993
2025-12-17,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5132.92,6921.08,6403.14,33.2,8.25,77.02,2,12,351,0,0,6877.98,6156.25,6387.59,6538.885714285714,6353.061428571428,568.5754863063979,-474.83999999999924,15.550000000000182
2025-12-18,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5031.57,7230.91,6062.68,21.73,8.11,85.12,3,12,352,0,1,6403.14,6532.7,7420.57,6541.107142857143,6383.202857142857,567.9158482766571,-340.46000000000004,-1357.8899999999994
2025-12-19,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5487.5,7448.43,6560.77,24.05,0.0,34.54,4,12,353,0,0,6062.68,6877.98,6767.03,6347.122857142857,6446.952857142857,433.43564623112945,498.09000000000015,-206.2599999999993
2025-12-20,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5994.7,7900.99,7116.82,34.14,0.0,66.72,5,12,354,0,0,6560.77,6403.14,5630.08,6317.657142857143,6474.467142857144,406.2930492765829,556.0499999999993,1486.7399999999998
2025-12-21,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4787.83,6523.31,5728.94,25.16,0.0,60.19,6,12,355,0,0,7116.82,6062.68,6156.25,6530.0485714285705,6490.222142857143,374.2931924943395,-1387.88,-427.3100000000004
2025-12-22,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5427.16,7317.92,5975.7,36.85,3.17,51.9,0,12,356,0,0,5728.94,6560.77,6532.7,6469.004285714285,6441.840714285715,468.42592818419485,246.76000000000022,-557.0
2025-12-23,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5796.14,7837.79,7025.7,24.63,3.49,46.75,1,12,357,0,0,5975.7,7116.82,6877.98,6389.432857142857,6420.622857142857,501.9143004110662,1050.0,147.72000000000025
2025-12-24,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5640.72,7825.96,7024.72,39.49,8.4,62.49,2,12,358,0,1,7025.7,5728.94,6403.14,6410.535714285715,6474.710714285714,528.2909618085079,-0.9799999999995634,621.5799999999999
2025-12-25,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,4752.93,6691.4,5379.65,40.51,7.4,57.77,3,12,359,0,1,7024.72,5975.7,6062.68,6499.332857142857,6520.22,576.8479224981764,-1645.0700000000006,-683.0300000000007
2025-12-26,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5226.54,6947.9,6206.36,40.41,5.08,64.83,4,12,360,0,1,5379.65,7025.7,6560.77,6401.757142857144,6374.4400000000005,706.2693061600487,826.71,-354.41000000000076
2025-12-27,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5454.03,7694.79,6423.76,26.08,18.72,51.0,5,12,361,1,2,6206.36,7024.72,7116.82,6351.127142857142,6334.392142857142,705.6733396011197,217.40000000000055,-693.0599999999995
2025-12-28,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,6052.74,7279.78,6629.8,39.18,5.5,67.12,6,12,362,0,1,6423.76,5379.65,5728.94,6252.11857142857,6391.083571428571,624.2622677056023,206.03999999999996,900.8600000000006
2025-12-29,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5974.5,7710.1,6893.67,32.52,0.0,48.15,0,12,363,0,0,6629.8,6206.36,5975.7,6380.812857142858,6424.908571428571,590.3688371042266,263.8699999999999,917.9700000000003
2025-12-30,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5618.95,8565.15,6909.12,39.03,0.71,53.52,1,12,364,0,1,6893.67,6423.76,7025.7,6511.9514285714295,6450.692142857143,587.3296817639463,15.449999999999818,-116.57999999999993
2025-12-31,Gujarat,Vadodara,Vadodara APMC,Cotton,Cash Crop,0,5688.89,7469.96,6230.33,41.8,6.92,71.53,2,12,365,0,1,6909.12,6629.8,7024.72,6495.297142857143,6452.916428571429,571.7809390175539,-678.79,-794.3900000000003
2025-01-15,Gujarat,Vadodara,Vadodara APMC,Grapes,Fruit,1,4712.47,6087.0,5202.59,38.56,7.47,29.86,2,1,15,0,1,4694.59,5153.88,4730.53,4963.0085714285715,4990.135714285714,350.72349514627456,508.0,472.0600000000004
2025-01-16,Gujarat,Vadodara,Vadodara APMC,Grapes,Fruit,1,4925.25,6309.98,5588.44,41.35,0.0,56.1,3,1,16,0,1,5202.59,5290.85,5466.48,5030.4457142857145,5016.074285714286,343.8896182816584,385.84999999999945,121.96000000000004
2025-01-17,Gujarat,Vadodara,Vadodara APMC,Grapes,Fruit,1,4698.44,6862.0,5674.75,26.31,0.0,67.02,4,1,17,0,0,5588.44,4694.59,4900.71,5047.868571428572,5062.783571428571,371.6331637259413,86.3100000000004,774.04
2025-01-18,Gujarat,Vadodara,Vadodara APMC,Grapes,Fruit,1,4127.36,5952.2,5029.8,25.94,0.0,71.8,5,1,18,0,0,5674.75,5202.59,4504.02,5158.4457142857145,5093.160714285715,430.96805739548506,-644.9499999999998,525.7799999999997
2025-01-19,Gujarat,Vadodara,Vadodara APMC,Grapes,Fruit,1,3935.09,5115.14,4607.38,39.31,0.0,37.02,6,1,19,0,1,5029.8,5588.44,5153.88,5233.557142857143,5110.6278571428575,332.46188161022275,-422.4200000000001,-546.5
2025-01-20,Gujarat,Vadodara,Vadodara APMC,Grapes,Fruit,1,4657.84,6141.91,5595.82,21.2,4.86,62.5,0,1,20,0,0,4607.38,5674.75,5290.85,5155.4857142857145,5104.082857142857,409.5258941286923,988.4399999999996,304.96999999999935
2025-01-21,Gujarat,Vadodara,Vadodara APMC,Grapes,Fruit,1,4796.37,5982.76,5280.47,32.05,4.1,37.57,1,1,21,0,0,5595.82,5029.8,4694.59,5199.052857142858,5120.07,441.3148667227021,-315.34999999999945,585.8800000000001
2025-01-22,Gujarat,Vadodara,Vadodara APMC,Grapes,Fruit,1,5123.51,6361.51,5600.27,41.43,0.0,29.51,2,1,22,0,1,5280.47,4607.38,5202.59,5282.75,5122.879285714285,381.1522802415507,319.8000000000002,397.6800000000003
2025-01-23,Gujarat,Vadodara,Vadodara APMC,Grapes,Fruit,1,4545.5,6460.07,5502.56,18.72,2.4,77.49,3,1,23,0,0,5600.27,5595.82,5588.44,5339.561428571428,5185.003571428571,396.53980890652014,-97.71000000000004,-85.8799999999992
2025-01-24,Gujarat,Vadodara,Vadodara APMC,Grapes,Fruit,1,4200.48,5884.04,5005.73,25.75,4.78,64.46,4,1,24,0,0,5502.56,5280.47,5674.75,5327.292857142857,5187.580714285715,388.8095691429718,-496.83000000000084,-669.0200000000004
2025-01-25,Gujarat,Vadodara,Vadodara APMC,Grapes,Fruit,1,4313.13,6320.53,5275.46,38.99,0.0,86.78,5,1,25,0,2,5005.73,5600.27,5029.8,5231.7185714285715,5195.082142857143,370.98346384659686,269.7300000000005,245.65999999999985
2025-01-26,Gujarat,Vadodara,Vadodara APMC,Grapes,Fruit,1,4496.81,6029.72,4938.8,37.22,0.0,53.53,6,1,26,0,0,5275.46,5502.56,4607.38,5266.812857142858,5250.185,360.16045580242405,-336.65999999999985,331.4200000000001
2025-01-27,Gujarat,Vadodara,Vadodara APMC,Grapes,Fruit,1,4605.65,5720.24,5115.63,31.2,9.33,30.78,0,1,27,0,0,4938.8,5005.73,5595.82,5314.158571428571,5234.822142857143,269.36429740091074,176.82999999999993,-480.1899999999996
2025-01-28,Gujarat,Vadodara,Vadodara APMC,Grapes,Fruit,1,4460.79,6491.14,5213.86,24.31,0.0,48.68,1,1,28,0,0,5115.63,5275.46,5280.47,5245.5599999999995,5222.306428571428,245.79220003897655,98.22999999999956,-66.61000000000058
2025-01-29,Gujarat,Vadodara,Vadodara APMC,Grapes,Fruit,1,4544.73,6249.41,5625.88,19.0,10.1,32.9,2,1,29,1,2,5213.86,4938.8,5600.27,5236.044285714285,5259.397142857143,245.50464142639944,412.02000000000044,25.609999999999673
2025-01-30,Gujarat,Vadodara,Vadodara APMC,Grapes,Fruit,1,4596.16,5768.94,5046.82,27.17,0.0,32.11,3,1,30,0,0,5625.88,5115.63,5502.56,5239.702857142857,5289.632142857144,251.9434430392591,-579.0600000000004,-455.7400000000007
2025-01-31,Gujarat,Vadodara,Vadodara APMC,Grapes,Fruit,1,4964.11,6165.14,5459.77,27.1,0.76,74.32,4,1,31,0,0,5046.82,5213.86,5005.73,5174.597142857143,5250.945,230.68435568356733,412.9500000000007,454.0400000000009
2025-02-01,Gujarat,Vadodara,Vadodara APMC,Grapes,Fruit,1,4443.38,6349.54,5150.48,35.13,8.23,68.27,5,2,32,0,0,5459.77,5625.88,5275.46,5239.46,5235.589285714285,238.97306214997022,-309.2900000000009,-124.98000000000047
2025-02-02,Gujarat,Vadodara,Vadodara APMC,Grapes,Fruit,1,4552.27,6382.18,5244.63,41.41,13.51,50.93,6,2,33,1,3,5150.48,5046.82,4938.8,5221.605714285714,5244.209285714285,240.49905002287403,94.15000000000055,305.8299999999999
2025-02-03,Gujarat,Vadodara,Vadodara APMC,Grapes,Fruit,1,4683.37,6233.96,5345.77,39.78,2.98,68.65,0,2,34,0,1,5244.63,5459.77,5115.63,5265.295714285714,5289.727142857142,205.84301922072837,101.14000000000033,230.14000000000033
2025-02-04,Gujarat,Vadodara,Vadodara APMC,Grapes,Fruit,1,5439.87,7464.52,6011.95,35.38,3.86,66.52,1,2,35,0,0,5345.77,5150.48,5213.86,5298.172857142857,5271.8664285714285,196.10287705813175,666.1799999999994,798.0900000000001
2025-02-05,Gujarat,Vadodara,Vadodara APMC,Grapes,Fruit,1,4445.57,6260.15,5136.61,21.36,0.0,82.27,2,2,36,0,0,6011.95,5244.63,5625.88,5412.185714285714,5324.115,327.13775410659275,-875.3400000000001,-489.27000000000044
2025-02-06,Gujarat,Vadodara,Vadodara APMC,Grapes,Fruit,1,4630.01,6077.63,5218.26,37.71,3.42,79.85,3,2,37,0,0,5136.61,5345.77,5046.82,5342.29,5290.996428571429,326.1373717213867,81.65000000000055,171.4400000000005
