date,state,district,mandi,commodity,crop_category,is_perishable,min_price,max_price,modal_price,temperature,rainfall,humidity
2025-10-12,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1367.05,1858.02,1580.8,31.35,0.0,71.07
2025-10-13,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1425.23,1714.31,1574.33,21.82,10.9,79.13
2025-10-14,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1203.1,1678.77,1439.8,19.54,0.0,49.48
2025-10-15,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1310.93,1744.17,1566.82,24.43,0.0,49.0
2025-10-16,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1357.53,1785.79,1547.25,41.96,12.84,72.14
2025-10-17,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1354.82,1765.47,1560.2,30.87,4.47,62.12
2025-10-18,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1153.6,1607.24,1414.37,30.17,0.0,80.0
2025-10-19,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1500.45,2094.84,1695.3,29.73,12.01,48.98
2025-10-20,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1354.69,1977.63,1619.66,32.49,0.16,80.22
2025-10-21,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1412.42,2030.72,1650.58,19.25,0.0,87.69
2025-10-22,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1327.81,1933.08,1623.04,29.12,0.0,64.8
2025-10-23,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1446.24,1996.73,1685.41,27.19,0.0,40.99
2025-10-24,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1248.62,1897.99,1533.21,34.54,1.75,64.04
2025-10-25,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1274.45,1866.04,1520.27,18.74,0.0,60.9
2025-10-26,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1547.14,1958.34,1701.76,19.27,1.85,77.42
2025-10-27,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1223.98,1638.26,1505.18,37.25,7.64,89.79
2025-10-28,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1385.11,1825.47,1634.44,21.91,3.75,34.92
2025-10-29,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1385.84,1743.73,1512.65,39.23,0.0,46.42
2025-10-30,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1356.15,1816.48,1512.95,24.21,0.0,47.31
2025-10-31,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1267.22,1836.52,1546.39,33.49,0.0,33.68
2025-11-01,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1354.46,1996.24,1626.68,26.3,7.29,38.18
2025-11-02,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1515.01,2056.23,1732.66,28.74,7.02,67.1
2025-11-03,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1342.89,1677.58,1521.48,18.81,2.35,43.35
2025-11-04,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1640.51,1977.74,1789.51,39.52,0.0,35.91
2025-11-05,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1619.29,2093.09,1768.17,37.93,0.0,36.7
2025-11-06,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1459.77,1994.89,1656.43,34.19,4.48,49.77
2025-11-07,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1399.07,1965.94,1647.42,18.2,15.37,52.14
2025-11-08,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1300.45,1975.3,1596.67,27.65,0.0,46.89
2025-11-09,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1523.27,1916.76,1669.95,20.27,0.98,47.51
2025-11-10,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1540.74,1897.71,1693.72,26.74,7.29,60.91
2025-11-11,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1463.08,1914.11,1632.57,19.34,4.62,87.27
2025-11-12,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1457.09,1800.98,1654.23,27.6,12.75,26.93
2025-11-13,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1362.25,1915.38,1601.13,36.28,0.0,56.2
2025-11-14,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1557.41,2066.96,1738.81,22.51,0.0,53.36
2025-11-15,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1359.04,2051.84,1688.64,35.6,0.98,80.68
2025-11-16,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1416.51,2024.38,1637.97,39.7,16.62,52.63
2025-11-17,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1480.52,2112.43,1784.88,39.49,8.13,57.11
2025-11-18,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1397.63,2123.93,1711.62,23.85,0.0,63.03
2025-11-19,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1540.5,1824.0,1685.33,34.3,5.5,72.15
2025-11-20,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1445.89,1966.62,1681.39,22.05,2.57,81.92
2025-11-21,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1407.91,1972.7,1619.82,22.75,3.64,25.43
2025-11-22,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1414.57,1905.4,1608.88,20.64,6.22,46.48
2025-11-23,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1233.64,1577.29,1450.87,24.48,10.15,56.3
2025-11-24,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1242.58,1704.05,1529.88,29.32,0.0,68.29
2025-11-25,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1379.17,1916.89,1718.7,30.21,5.24,81.97
2025-11-26,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1632.29,2073.17,1902.05,22.47,3.78,28.42
2025-11-27,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1487.3,2077.88,1676.3,40.59,3.15,48.71
2025-11-28,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1629.77,2038.27,1855.56,31.05,16.55,86.28
2025-11-29,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1449.39,2057.53,1666.98,19.37,5.26,46.11
2025-11-30,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1383.47,1989.87,1682.09,24.32,1.43,39.62
2025-12-01,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1597.87,2261.99,1896.28,39.11,0.0,38.13
2025-12-02,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1189.71,1709.64,1444.49,34.47,3.9,38.7
2025-12-03,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1605.27,2002.0,1829.58,22.15,3.32,44.65
2025-12-04,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1573.67,1940.15,1757.42,30.37,6.51,66.35
2025-12-05,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1416.63,2058.25,1718.5,23.23,5.34,65.88
2025-12-06,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1465.22,1951.6,1768.16,29.79,0.0,52.47
2025-12-07,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1500.49,2124.95,1725.58,37.73,0.0,68.79
2025-12-08,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1469.43,2040.27,1712.57,25.15,0.0,83.52
2025-12-09,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1656.41,1982.08,1831.81,33.19,3.47,58.38
2025-12-10,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1445.54,1925.94,1774.71,35.81,0.85,84.11
2025-12-11,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1631.88,1992.16,1840.73,35.47,0.0,61.3
2025-12-12,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1389.31,1870.39,1633.89,30.66,9.72,47.07
2025-12-13,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1549.52,1878.86,1687.09,33.31,0.0,37.43
2025-12-14,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1570.77,2264.57,1894.57,29.04,8.46,44.32
2025-12-15,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1553.83,2204.88,1818.04,34.29,2.57,57.98
2025-12-16,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1758.5,2093.15,1924.2,22.75,9.55,88.92
2025-12-17,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1731.92,2135.5,1915.62,23.1,6.17,70.86
2025-12-18,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1481.36,2033.07,1765.33,25.51,0.0,39.35
2025-12-19,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1480.84,2003.88,1618.65,20.34,5.01,86.24
2025-12-20,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1632.28,2090.78,1822.56,37.19,0.0,72.26
2025-12-21,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1632.94,2148.64,1829.28,39.56,0.01,43.7
2025-12-22,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1681.9,2224.37,1860.35,28.82,0.0,87.07
2025-12-23,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1407.11,2033.87,1656.4,26.43,0.56,79.87
2025-12-24,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1493.7,2097.34,1863.54,33.6,0.0,77.45
2025-12-25,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1690.88,2043.58,1891.1,28.57,0.0,40.36
2025-12-26,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1598.56,2014.93,1754.78,32.81,0.0,33.49
2025-12-27,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1360.53,1658.02,1503.27,30.42,4.2,26.69
2025-12-28,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1454.88,2002.2,1769.65,18.34,0.0,63.18
2025-12-29,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1491.38,1899.72,1736.77,39.49,4.65,25.24
2025-12-30,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1444.51,1967.84,1756.52,33.13,0.81,70.68
2025-12-31,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Tomato,Vegetable,1,1613.0,2069.2,1756.97,36.97,0.0,51.84
2025-01-01,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1807.4,2604.63,2125.96,31.38,0.0,84.73
2025-01-02,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1847.64,2376.94,2109.67,35.77,0.0,64.41
2025-01-03,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1905.87,2529.29,2163.51,20.19,0.0,79.06
2025-01-04,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1677.32,2552.2,2076.7,18.9,6.6,35.46
2025-01-05,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2078.12,2894.46,2385.4,25.0,2.0,36.29
2025-01-06,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1833.52,2495.46,2235.99,25.02,0.0,38.25
2025-01-07,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1934.45,2873.21,2372.58,39.08,12.43,39.97
2025-01-08,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1781.61,2414.87,2214.62,19.21,0.0,72.58
2025-01-09,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1874.08,2597.24,2285.81,18.04,2.77,26.88
2025-01-10,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1777.1,2427.17,2179.2,18.04,4.83,46.98
2025-01-11,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2042.28,2822.59,2373.53,18.63,0.0,26.55
2025-01-12,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2212.54,2864.32,2589.7,18.48,0.0,70.17
2025-01-13,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1800.78,2461.18,2146.16,23.09,3.4,58.24
2025-01-14,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2180.46,2953.71,2559.6,21.89,0.0,78.04
2025-01-15,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1902.51,2392.93,2126.73,30.64,5.3,43.3
2025-01-16,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1853.25,2742.16,2238.98,18.17,5.99,39.82
2025-01-17,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1909.25,2609.91,2266.82,40.65,0.0,51.89
2025-01-18,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2076.89,3121.8,2590.55,41.72,0.0,56.86
2025-01-19,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2251.7,3126.43,2525.09,33.23,7.6,46.14
2025-01-20,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1872.92,2456.88,2190.69,28.56,13.23,50.07
2025-01-21,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1937.02,2374.25,2112.34,31.16,8.05,40.05
2025-01-22,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1758.49,2278.82,2022.7,38.95,0.0,40.01
2025-01-23,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1848.92,2605.77,2150.23,32.78,0.0,45.16
2025-01-24,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2066.22,2589.49,2307.52,38.06,0.0,26.89
2025-01-25,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1690.53,2387.9,2041.33,29.32,4.78,61.47
2025-01-26,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1901.62,2747.93,2320.71,23.78,4.45,75.76
2025-01-27,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2075.26,2712.15,2341.03,30.35,7.73,63.1
2025-01-28,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2096.26,2793.37,2312.41,30.86,8.08,43.33
2025-01-29,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1990.59,2665.8,2223.99,30.79,0.0,75.48
2025-01-30,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2275.71,2869.6,2511.99,34.15,10.13,57.61
2025-01-31,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1980.96,2826.15,2410.02,26.06,0.0,29.49
2025-02-01,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1969.55,2405.36,2210.19,24.88,9.97,30.89
2025-02-02,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2088.43,2947.31,2510.03,38.37,1.62,48.38
2025-02-03,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2153.59,3275.57,2654.97,26.45,4.75,80.67
2025-02-04,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1831.96,2723.66,2203.46,37.86,0.35,37.24
2025-02-05,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2119.31,2915.08,2354.05,30.43,2.52,25.97
2025-02-06,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2203.29,3035.73,2522.01,35.43,0.0,60.62
2025-02-07,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1975.32,2563.03,2184.88,24.71,5.61,76.33
2025-02-08,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2021.85,2622.75,2297.3,24.36,16.54,33.79
2025-02-09,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2233.28,2866.12,2492.26,30.98,0.0,27.94
2025-02-10,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2154.34,2763.72,2531.33,26.22,6.38,50.32
2025-02-11,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2168.65,3060.84,2458.32,38.65,1.27,34.28
2025-02-12,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2146.89,2807.26,2433.55,22.41,0.0,52.87
2025-02-13,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2155.74,2812.5,2555.24,33.97,0.0,67.69
2025-02-14,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1896.86,2833.18,2326.3,23.5,0.0,67.85
2025-02-15,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2094.45,2892.7,2321.76,21.17,1.56,43.24
2025-02-16,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1970.99,2524.28,2233.07,40.28,0.0,69.34
2025-02-17,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2072.94,2981.05,2421.48,31.9,14.52,42.25
2025-02-18,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2127.9,2650.09,2350.83,20.37,7.76,39.54
2025-02-19,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2149.66,2831.44,2598.77,34.95,0.0,43.65
2025-02-20,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1955.93,2822.44,2342.77,18.06,0.0,72.02
2025-02-21,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1974.68,2485.39,2299.57,35.77,12.21,69.43
2025-02-22,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2063.5,2697.03,2438.34,30.17,6.73,84.59
2025-02-23,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1940.38,2895.05,2405.76,39.9,0.0,74.19
2025-02-24,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2035.34,2886.64,2503.76,25.11,9.52,28.45
2025-02-25,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2192.41,2980.04,2458.76,21.48,4.93,48.2
2025-02-26,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2009.36,2589.2,2256.44,32.91,6.24,65.76
2025-02-27,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2238.74,2814.65,2599.6,36.56,4.43,59.81
2025-02-28,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1971.21,2398.85,2187.18,30.6,11.81,60.17
2025-03-01,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2008.47,2637.76,2302.0,40.53,4.33,46.38
2025-03-02,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2066.44,2788.76,2554.8,24.66,8.48,71.57
2025-03-03,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2008.64,2592.33,2193.63,41.79,2.7,28.84
2025-03-04,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2176.37,2669.5,2440.13,36.88,10.63,36.78
2025-03-05,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2215.75,2896.85,2496.03,21.8,10.69,75.27
2025-03-06,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2101.21,2771.0,2508.77,19.86,1.56,51.77
2025-03-07,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2103.19,3018.46,2465.04,23.09,11.14,83.04
2025-03-08,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1974.26,2638.15,2270.13,28.32,7.44,54.52
2025-03-09,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2088.81,2783.76,2360.29,34.44,0.0,61.18
2025-03-10,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2133.37,3030.67,2579.96,37.77,0.0,67.91
2025-03-11,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2101.77,2946.28,2496.31,28.67,0.0,32.14
2025-03-12,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1918.44,2337.23,2137.01,30.52,4.87,83.87
2025-03-13,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2178.83,2781.95,2466.31,30.45,0.0,32.39
2025-03-14,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2094.25,2554.83,2358.87,28.4,0.0,39.15
2025-03-15,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2231.79,3116.31,2549.03,24.28,10.33,53.91
2025-03-16,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2270.86,3105.94,2565.87,28.63,7.93,38.76
2025-03-17,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2148.21,2880.48,2386.6,20.63,5.28,52.1
2025-03-18,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2063.12,2925.7,2454.9,32.77,3.11,50.93
2025-03-19,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2081.53,3094.16,2583.54,21.2,9.05,70.43
2025-03-20,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2107.29,2671.29,2406.7,34.14,0.0,35.05
2025-03-21,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2189.09,2641.03,2434.33,25.38,0.68,89.67
2025-03-22,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2294.05,2833.94,2497.47,32.81,7.0,36.8
2025-03-23,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1990.08,2418.01,2207.94,23.9,0.0,75.75
2025-03-24,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1945.63,2758.89,2334.11,35.59,9.51,72.16
2025-03-25,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2017.71,2968.05,2434.44,24.85,0.0,69.4
2025-03-26,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2108.78,2771.45,2533.53,26.44,0.0,34.63
2025-03-27,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2219.79,2764.57,2460.92,36.64,12.88,72.84
2025-03-28,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2381.18,2968.79,2699.08,23.26,0.0,39.16
2025-03-29,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2224.9,2777.88,2439.52,19.36,0.0,85.16
2025-03-30,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1869.03,2638.98,2209.59,39.6,8.22,63.22
2025-03-31,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2553.48,3171.22,2783.56,19.44,0.0,41.33
2025-04-01,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2104.32,2688.8,2356.18,25.28,0.36,89.99
2025-04-02,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2212.14,2949.89,2475.2,21.29,0.0,89.37
2025-04-03,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,1976.83,2832.54,2403.36,21.66,8.09,41.05
2025-04-04,Maharashtra,Aurangabad,Chhatrapati Sambhajinagar APMC,Onion,Vegetable,0,2231.96,3088.93,2480.52,41.45,9.62,53.76
